"ID","plotnr","treat","Date","height","diameter"
7581,"22","F",2008-01-01,2.27,1.06
7750,"22","F",2008-01-01,2.24,1.32
7811,"22","F",2008-01-01,2.01,1.18
3058,"8","F",2008-01-01,2,1.07
5505,"14","F",2008-01-01,1.95,0.46
1803,"3","F",2008-01-01,1.91,0.87
2732,"8","F",2008-01-01,1.9,0.63
7893,"22","F",2008-01-01,1.89,0.7
2793,"8","F",2008-01-01,1.86,0.66
2915,"8","F",2008-01-01,1.8,0.59
7696,"22","F",2008-01-01,1.77,0.45
1316,"3","F",2008-03-01,3.94,2.86
1431,"3","F",2008-03-01,3.79,4
1628,"3","F",2008-03-01,3.77,3.79
1485,"3","F",2008-03-01,3.72,3.36
8063,"22","F",2008-03-01,3.64,3.23
1661,"3","F",2008-03-01,3.52,3.46
7582,"22","F",2008-03-01,3.36,2.7
1546,"3","F",2008-03-01,3.22,3.2
2866,"8","F",2008-03-01,3.21,2.7
7643,"22","F",2008-03-01,3.14,2.85
8009,"22","F",2008-03-01,3.1,2.68
1377,"3","F",2008-03-01,3.09,2.64
8103,"22","F",2008-03-01,3.06,2.46
3059,"8","F",2008-03-01,3,2.64
7751,"22","F",2008-03-01,2.99,2.8
1743,"3","F",2008-03-01,2.96,2.74
2733,"8","F",2008-03-01,2.95,2.21
5506,"14","F",2008-03-01,2.95,1.89
2916,"8","F",2008-03-01,2.88,1.97
2794,"8","F",2008-03-01,2.83,2.31
7812,"22","F",2008-03-01,2.8,2.22
7894,"22","F",2008-03-01,2.79,2.02
1804,"3","F",2008-03-01,2.76,2.19
7697,"22","F",2008-03-01,2.74,1.93
2679,"8","F",2008-03-01,2.68,1.82
2998,"8","F",2008-03-01,2.62,1.88
7927,"22","F",2008-03-01,2.61,1.54
3092,"8","F",2008-03-01,2.56,1.75
1837,"3","F",2008-03-01,2.54,1.3
5079,"14","F",2008-03-01,2.42,1.12
5248,"14","F",2008-03-01,2.38,1.24
2625,"8","F",2008-03-01,2.24,1.02
2564,"8","F",2008-03-01,2.24,1.01
5309,"14","F",2008-03-01,2.18,1.07
5601,"14","F",2008-03-01,2.14,1.25
5391,"14","F",2008-03-01,2.1,1.07
1733,"3","F",2008-04-01,4.77,5.35
1421,"3","F",2008-04-01,4.48,3.95
1257,"3","F",2008-04-01,4.45,4.38
1475,"3","F",2008-04-01,4.4,4.32
1447,"3","F",2008-04-01,4.28,3.94
7985,"22","F",2008-04-01,4.26,3.92
1501,"3","F",2008-04-01,4.24,4.31
1486,"3","F",2008-04-01,4.23,4.24
7537,"22","F",2008-04-01,4.23,4.14
8032,"22","F",2008-04-01,4.19,3.52
1726,"3","F",2008-04-01,4.18,5.15
1264,"3","F",2008-04-01,4.18,4.29
1407,"3","F",2008-04-01,4.18,3.86
2946,"8","F",2008-04-01,4.18,3.57
1644,"3","F",2008-04-01,4.17,3.9
7802,"22","F",2008-04-01,4.16,3.14
1719,"3","F",2008-04-01,4.14,4.24
8064,"22","F",2008-04-01,4.11,3.96
7849,"22","F",2008-04-01,4.09,4.17
7551,"22","F",2008-04-01,4.09,3.72
2932,"8","F",2008-04-01,4.08,3.5
1317,"3","F",2008-04-01,4.07,3.27
1629,"3","F",2008-04-01,4.06,4.77
7633,"22","F",2008-04-01,4.06,3.63
1576,"3","F",2008-04-01,4.06,3.44
7856,"22","F",2008-04-01,4.05,3.75
2702,"8","F",2008-04-01,4.02,3.67
1787,"3","F",2008-04-01,4.01,3.88
7767,"22","F",2008-04-01,4.01,3.23
7971,"22","F",2008-04-01,3.97,3.44
1278,"3","F",2008-04-01,3.96,3.34
1353,"3","F",2008-04-01,3.95,3.93
2526,"8","F",2008-04-01,3.94,3.29
2817,"8","F",2008-04-01,3.92,3.34
1367,"3","F",2008-04-01,3.91,3.41
1867,"3","F",2008-04-01,3.9,4.01
1468,"3","F",2008-04-01,3.88,3.67
1583,"3","F",2008-04-01,3.87,3.62
7781,"22","F",2008-04-01,3.85,3.82
1346,"3","F",2008-04-01,3.85,3.66
1662,"3","F",2008-04-01,3.82,4.09
7978,"22","F",2008-04-01,3.82,3.98
1766,"3","F",2008-04-01,3.82,3.71
1414,"3","F",2008-04-01,3.82,3.35
2756,"8","F",2008-04-01,3.81,3.28
1332,"3","F",2008-04-01,3.81,2.64
1432,"3","F",2008-04-01,3.8,4.65
1827,"3","F",2008-04-01,3.8,3.58
7795,"22","F",2008-04-01,3.8,3.12
1562,"3","F",2008-04-01,3.79,3.99
1794,"3","F",2008-04-01,3.79,3.54
2498,"8","F",2008-04-01,3.78,3.4
1522,"3","F",2008-04-01,3.77,4.07
7605,"22","F",2008-04-01,3.77,3.46
1651,"3","F",2008-04-01,3.75,3.41
7544,"22","F",2008-04-01,3.74,3.51
1773,"3","F",2008-04-01,3.72,4.01
1536,"3","F",2008-04-01,3.69,3.59
1684,"3","F",2008-04-01,3.68,2.93
5041,"14","F",2008-04-01,3.67,3.11
1292,"3","F",2008-04-01,3.66,3.66
7583,"22","F",2008-04-01,3.66,3.16
7870,"22","F",2008-04-01,3.66,3.03
8010,"22","F",2008-04-01,3.65,3.45
1393,"3","F",2008-04-01,3.65,3.18
1547,"3","F",2008-04-01,3.64,3.95
2899,"8","F",2008-04-01,3.64,3.08
2974,"8","F",2008-04-01,3.64,3.06
7666,"22","F",2008-04-01,3.63,3.44
2763,"8","F",2008-04-01,3.63,3.39
1285,"3","F",2008-04-01,3.62,3.77
2615,"8","F",2008-04-01,3.62,3.28
3060,"8","F",2008-04-01,3.61,3.43
7910,"22","F",2008-04-01,3.61,2.98
7842,"22","F",2008-04-01,3.6,3.56
8086,"22","F",2008-04-01,3.6,3.16
7835,"22","F",2008-04-01,3.6,2.77
3115,"8","F",2008-04-01,3.6,2.76
1454,"3","F",2008-04-01,3.57,3.39
7626,"22","F",2008-04-01,3.56,2.86
3049,"8","F",2008-04-01,3.55,3.61
7884,"22","F",2008-04-01,3.55,3.3
2988,"8","F",2008-04-01,3.52,3.37
1339,"3","F",2008-04-01,3.5,3.75
7619,"22","F",2008-04-01,3.5,3.06
2770,"8","F",2008-04-01,3.5,2.98
7612,"22","F",2008-04-01,3.5,2.47
2512,"8","F",2008-04-01,3.48,2.76
1529,"3","F",2008-04-01,3.46,3.47
2867,"8","F",2008-04-01,3.46,3.2
3075,"8","F",2008-04-01,3.45,3.36
2749,"8","F",2008-04-01,3.45,3.25
2723,"8","F",2008-04-01,3.44,2.98
8093,"22","F",2008-04-01,3.44,2.67
5095,"14","F",2008-04-01,3.43,2.71
2917,"8","F",2008-04-01,3.42,2.78
1604,"3","F",2008-04-01,3.42,2.55
3021,"8","F",2008-04-01,3.41,2.85
7644,"22","F",2008-04-01,3.38,3.53
1860,"3","F",2008-04-01,3.38,3.24
2505,"8","F",2008-04-01,3.38,2.6
2716,"8","F",2008-04-01,3.37,2.75
1677,"3","F",2008-04-01,3.36,3.47
7558,"22","F",2008-04-01,3.36,2.94
2852,"8","F",2008-04-01,3.32,3
3082,"8","F",2008-04-01,3.32,2.41
2960,"8","F",2008-04-01,3.31,3.03
1744,"3","F",2008-04-01,3.3,3.37
7659,"22","F",2008-04-01,3.3,2.71
2648,"8","F",2008-04-01,3.29,2.39
1780,"3","F",2008-04-01,3.28,3.14
8039,"22","F",2008-04-01,3.28,3.08
8104,"22","F",2008-04-01,3.27,3.03
7957,"22","F",2008-04-01,3.27,2.52
1378,"3","F",2008-04-01,3.26,3.01
5507,"14","F",2008-04-01,3.26,2.35
1250,"3","F",2008-04-01,3.23,3.18
2795,"8","F",2008-04-01,3.23,2.94
2810,"8","F",2008-04-01,3.23,2.25
2662,"8","F",2008-04-01,3.22,2.5
2669,"8","F",2008-04-01,3.22,2.46
2587,"8","F",2008-04-01,3.2,2.8
5048,"14","F",2008-04-01,3.2,2.74
1853,"3","F",2008-04-01,3.19,3.41
7752,"22","F",2008-04-01,3.18,3.37
7598,"22","F",2008-04-01,3.18,2.82
1698,"3","F",2008-04-01,3.17,2.95
2608,"8","F",2008-04-01,3.17,2.91
5557,"14","F",2008-04-01,3.17,2.65
2824,"8","F",2008-04-01,3.17,2.23
2680,"8","F",2008-04-01,3.16,2.5
1299,"3","F",2008-04-01,3.15,2.98
8126,"22","F",2008-04-01,3.15,2.6
7895,"22","F",2008-04-01,3.14,2.62
2777,"8","F",2008-04-01,3.14,2.39
7813,"22","F",2008-04-01,3.12,2.61
5584,"14","F",2008-04-01,3.11,2.2
2906,"8","F",2008-04-01,3.1,2.9
2734,"8","F",2008-04-01,3.09,2.62
7698,"22","F",2008-04-01,3.08,2.52
2540,"8","F",2008-04-01,3.08,2.46
7565,"22","F",2008-04-01,3.06,2.99
1508,"3","F",2008-04-01,3.05,2.82
2953,"8","F",2008-04-01,3.05,1.89
7999,"22","F",2008-04-01,3.04,2.28
5496,"14","F",2008-04-01,3.04,2.2
5163,"14","F",2008-04-01,3.04,1.95
7788,"22","F",2008-04-01,3.03,2.31
5591,"14","F",2008-04-01,3.02,2.23
3042,"8","F",2008-04-01,3.01,2.96
2981,"8","F",2008-04-01,3.01,2.71
2939,"8","F",2008-04-01,3.01,2.25
7943,"22","F",2008-04-01,3,2.31
2838,"8","F",2008-04-01,2.99,1.97
2580,"8","F",2008-04-01,2.98,3.17
1805,"3","F",2008-04-01,2.98,2.59
5156,"14","F",2008-04-01,2.98,1.71
5034,"14","F",2008-04-01,2.96,2.24
2547,"8","F",2008-04-01,2.95,2.67
1838,"3","F",2008-04-01,2.94,1.67
1712,"3","F",2008-04-01,2.93,2.99
5170,"14","F",2008-04-01,2.93,2.53
5062,"14","F",2008-04-01,2.93,2.08
2967,"8","F",2008-04-01,2.92,2.23
5013,"14","F",2008-04-01,2.9,2.16
2999,"8","F",2008-04-01,2.89,2.12
7917,"22","F",2008-04-01,2.88,1.85
3093,"8","F",2008-04-01,2.85,2.39
1306,"3","F",2008-04-01,2.84,2.08
5454,"14","F",2008-04-01,2.84,2.08
7673,"22","F",2008-04-01,2.82,1.91
5522,"14","F",2008-04-01,2.81,1.9
7828,"22","F",2008-04-01,2.8,1.7
5381,"14","F",2008-04-01,2.8,1.57
1820,"3","F",2008-04-01,2.79,2.08
2885,"8","F",2008-04-01,2.77,1.75
1515,"3","F",2008-04-01,2.75,1.94
5468,"14","F",2008-04-01,2.75,1.55
1360,"3","F",2008-04-01,2.75,1.5
7530,"22","F",2008-04-01,2.74,2.64
5285,"14","F",2008-04-01,2.74,2.29
5529,"14","F",2008-04-01,2.74,1.75
5020,"14","F",2008-04-01,2.71,2.13
5440,"14","F",2008-04-01,2.71,1.95
3028,"8","F",2008-04-01,2.7,1.93
5080,"14","F",2008-04-01,2.69,1.44
2709,"8","F",2008-04-01,2.68,1.9
5217,"14","F",2008-04-01,2.67,1.87
7727,"22","F",2008-04-01,2.67,1.53
2554,"8","F",2008-04-01,2.65,1.79
5055,"14","F",2008-04-01,2.64,1.63
5617,"14","F",2008-04-01,2.61,1.7
8133,"22","F",2008-04-01,2.61,1.65
1597,"3","F",2008-04-01,2.59,2.02
5027,"14","F",2008-04-01,2.58,1.82
5447,"14","F",2008-04-01,2.57,2
7950,"22","F",2008-04-01,2.55,1.88
5224,"14","F",2008-04-01,2.5,1.74
5414,"14","F",2008-04-01,2.47,1.7
5264,"14","F",2008-04-01,2.46,1.46
5489,"14","F",2008-04-01,2.45,1.47
3122,"8","F",2008-04-01,2.45,1.38
2831,"8","F",2008-04-01,2.45,1.26
2565,"8","F",2008-04-01,2.43,1.63
2601,"8","F",2008-04-01,2.42,1.61
5624,"14","F",2008-04-01,2.41,1.5
5543,"14","F",2008-04-01,2.41,1.4
5069,"14","F",2008-04-01,2.38,1.58
7734,"22","F",2008-04-01,2.38,1.15
5130,"14","F",2008-04-01,2.37,1.24
5249,"14","F",2008-04-01,2.36,1.34
7964,"22","F",2008-04-01,2.35,0.95
5292,"14","F",2008-04-01,2.33,1.28
2784,"8","F",2008-04-01,2.33,1.2
8119,"22","F",2008-04-01,2.31,1.62
2655,"8","F",2008-04-01,2.31,1.2
2626,"8","F",2008-04-01,2.3,1.21
8079,"22","F",2008-04-01,2.3,1.06
7516,"22","F",2008-04-01,2.29,1.38
5360,"14","F",2008-04-01,2.26,1.75
5271,"14","F",2008-04-01,2.25,1.35
2859,"8","F",2008-04-01,2.25,1.04
5310,"14","F",2008-04-01,2.24,1.29
5278,"14","F",2008-04-01,2.21,1.12
5536,"14","F",2008-04-01,2.2,1.38
5631,"14","F",2008-04-01,2.2,0.8
5602,"14","F",2008-04-01,2.17,1.58
5353,"14","F",2008-04-01,2.14,0.84
5392,"14","F",2008-04-01,2.1,1.25
5299,"14","F",2008-04-01,2.09,0.97
5325,"14","F",2008-04-01,2.08,1.11
5210,"14","F",2008-04-01,2.06,0.89
2533,"8","F",2008-04-01,2.05,0.84
7741,"22","F",2008-04-01,2.04,0.73
3108,"8","F",2008-04-01,2.03,0.84
7680,"22","F",2008-04-01,2,0.91
7687,"22","F",2008-04-01,1.99,1.04
5177,"14","F",2008-04-01,1.94,0.68
3014,"8","F",2008-04-01,1.84,0.71
5195,"14","F",2008-04-01,1.8,0.57
5475,"14","F",2008-04-01,1.79,0.8
5102,"14","F",2008-04-01,1.73,0.49
5116,"14","F",2008-04-01,1.72,0.6
5374,"14","F",2008-04-01,1.7,0.42
5123,"14","F",2008-04-01,1.66,0.46
5141,"14","F",2008-04-01,1.62,0.32
5482,"14","F",2008-04-01,1.6,0.45
5407,"14","F",2008-04-01,1.56,0.33
5425,"14","F",2008-04-01,1.55,0.38
5550,"14","F",2008-04-01,1.47,0.3
5367,"14","F",2008-04-01,1.47,0.18
1569,"3","F",2008-04-01,NA,3.85
8046,"22","F",2008-04-01,NA,3.57
7877,"22","F",2008-04-01,NA,3.52
8025,"22","F",2008-04-01,NA,3.43
1271,"3","F",2008-04-01,NA,3.34
1400,"3","F",2008-04-01,NA,3.3
1759,"3","F",2008-04-01,NA,3.3
7992,"22","F",2008-04-01,NA,3.22
1590,"3","F",2008-04-01,NA,3.16
7572,"22","F",2008-04-01,NA,3.08
1461,"3","F",2008-04-01,NA,3
8053,"22","F",2008-04-01,NA,2.96
2594,"8","F",2008-04-01,NA,2.76
2695,"8","F",2008-04-01,NA,2.69
7863,"22","F",2008-04-01,NA,2.65
7713,"22","F",2008-04-01,NA,2.6
2519,"8","F",2008-04-01,NA,2.53
1705,"3","F",2008-04-01,NA,2.5
1691,"3","F",2008-04-01,NA,2.42
3035,"8","F",2008-04-01,NA,2.41
7720,"22","F",2008-04-01,NA,2.34
5184,"14","F",2008-04-01,NA,2.1
7928,"22","F",2008-04-01,NA,2.06
5346,"14","F",2008-04-01,NA,1.97
5461,"14","F",2008-04-01,NA,1.92
2641,"8","F",2008-04-01,NA,1.9
1611,"3","F",2008-04-01,NA,1.84
7523,"22","F",2008-04-01,NA,1.75
2845,"8","F",2008-04-01,NA,1.7
5109,"14","F",2008-04-01,NA,1.53
1618,"3","F",2008-04-01,NA,1.46
5339,"14","F",2008-04-01,NA,1.17
5231,"14","F",2008-04-01,NA,1.08
5238,"14","F",2008-04-01,NA,0.7
1487,"3","F",2008-05-01,4.51,4.8
1630,"3","F",2008-05-01,4.43,5.1
1318,"3","F",2008-05-01,4.33,3.7
8065,"22","F",2008-05-01,4.11,4.4
1433,"3","F",2008-05-01,4.04,5.2
1663,"3","F",2008-05-01,3.87,4.7
1548,"3","F",2008-05-01,3.87,4.6
7584,"22","F",2008-05-01,3.75,3.4
8011,"22","F",2008-05-01,3.65,3.8
1745,"3","F",2008-05-01,3.57,4
2868,"8","F",2008-05-01,3.56,3.4
3061,"8","F",2008-05-01,3.53,3.6
7645,"22","F",2008-05-01,3.43,3.9
1379,"3","F",2008-05-01,3.43,3
2918,"8","F",2008-05-01,3.37,3.1
5508,"14","F",2008-05-01,3.3,2.6
7753,"22","F",2008-05-01,3.26,3.7
5558,"14","F",2008-05-01,3.25,3
7896,"22","F",2008-05-01,3.25,2.9
2681,"8","F",2008-05-01,3.23,2.9
8105,"22","F",2008-05-01,3.22,2.7
7929,"22","F",2008-05-01,3.18,2.3
2796,"8","F",2008-05-01,3.16,3.1
7814,"22","F",2008-05-01,3.15,2.8
2735,"8","F",2008-05-01,3.12,2.9
7699,"22","F",2008-05-01,3.11,2.9
1806,"3","F",2008-05-01,3.06,2.8
1839,"3","F",2008-05-01,2.98,2
3000,"8","F",2008-05-01,2.89,2.2
3094,"8","F",2008-05-01,2.77,2.7
5081,"14","F",2008-05-01,2.72,1.5
2566,"8","F",2008-05-01,2.4,1.8
5250,"14","F",2008-05-01,2.34,1.4
2627,"8","F",2008-05-01,2.28,1.3
5603,"14","F",2008-05-01,2.26,1.7
5311,"14","F",2008-05-01,2.18,1.4
5393,"14","F",2008-05-01,2.07,1.3
5196,"14","F",2008-05-01,1.81,0.6
5142,"14","F",2008-05-01,1.64,0.3
5426,"14","F",2008-05-01,1.6,0.4
1631,"3","F",2008-07-01,4.5,5.53
1488,"3","F",2008-07-01,4.43,5.36
1319,"3","F",2008-07-01,4.34,3.92
1434,"3","F",2008-07-01,4.13,5.26
1664,"3","F",2008-07-01,4.1,5
8066,"22","F",2008-07-01,4.06,4.57
1549,"3","F",2008-07-01,3.96,5
7585,"22","F",2008-07-01,3.8,3.59
2869,"8","F",2008-07-01,3.73,3.64
8012,"22","F",2008-07-01,3.71,4.07
3062,"8","F",2008-07-01,3.69,3.72
1380,"3","F",2008-07-01,3.62,3.02
7646,"22","F",2008-07-01,3.56,4.01
1746,"3","F",2008-07-01,3.52,4.42
8106,"22","F",2008-07-01,3.36,3.62
2682,"8","F",2008-07-01,3.34,3.17
7897,"22","F",2008-07-01,3.32,3.07
2919,"8","F",2008-07-01,3.32,2.28
5509,"14","F",2008-07-01,3.31,2.73
2797,"8","F",2008-07-01,3.27,3.29
5559,"14","F",2008-07-01,3.27,3.12
7754,"22","F",2008-07-01,3.21,4
7930,"22","F",2008-07-01,3.21,2.5
7815,"22","F",2008-07-01,3.14,2.98
2736,"8","F",2008-07-01,3.13,2.98
7700,"22","F",2008-07-01,3.09,3.03
1807,"3","F",2008-07-01,3.07,2.84
1840,"3","F",2008-07-01,2.96,2.06
3001,"8","F",2008-07-01,2.93,2.25
2886,"8","F",2008-07-01,2.88,2.2
3095,"8","F",2008-07-01,2.84,2.85
5082,"14","F",2008-07-01,2.75,1.47
2567,"8","F",2008-07-01,2.45,1.77
2628,"8","F",2008-07-01,2.4,1.49
5251,"14","F",2008-07-01,2.38,1.47
5604,"14","F",2008-07-01,2.3,1.72
5312,"14","F",2008-07-01,2.24,1.21
5394,"14","F",2008-07-01,2.1,1.24
1489,"3","F",2008-09-01,4.55,5.8
1632,"3","F",2008-09-01,4.52,5.9
1320,"3","F",2008-09-01,4.46,4.3
1435,"3","F",2008-09-01,4.12,5.8
8067,"22","F",2008-09-01,4.05,4.8
1665,"3","F",2008-09-01,3.95,6
1550,"3","F",2008-09-01,3.81,5.8
7586,"22","F",2008-09-01,3.8,3.8
8013,"22","F",2008-09-01,3.77,4.4
1747,"3","F",2008-09-01,3.67,5.3
2870,"8","F",2008-09-01,3.67,3.9
3063,"8","F",2008-09-01,3.55,3.8
7647,"22","F",2008-09-01,3.46,4.2
1381,"3","F",2008-09-01,3.46,4.1
2920,"8","F",2008-09-01,3.46,3.7
7931,"22","F",2008-09-01,3.29,2.65
2683,"8","F",2008-09-01,3.28,3.5
5560,"14","F",2008-09-01,3.25,3.1
5510,"14","F",2008-09-01,3.25,2.9
8107,"22","F",2008-09-01,3.24,3.8
2798,"8","F",2008-09-01,3.23,3.3
7898,"22","F",2008-09-01,3.22,3.3
7755,"22","F",2008-09-01,3.21,4.2
7816,"22","F",2008-09-01,3.2,3.3
2737,"8","F",2008-09-01,3.13,3.3
1808,"3","F",2008-09-01,3.11,3
7701,"22","F",2008-09-01,3.06,3.4
1841,"3","F",2008-09-01,3.01,2.13
3002,"8","F",2008-09-01,2.99,2.7
2887,"8","F",2008-09-01,2.94,2.32
3096,"8","F",2008-09-01,2.88,3.6
5083,"14","F",2008-09-01,2.74,1.6
5252,"14","F",2008-09-01,2.44,1.3
2568,"8","F",2008-09-01,2.43,1.8
2629,"8","F",2008-09-01,2.31,1.25
5605,"14","F",2008-09-01,2.25,1.6
5395,"14","F",2008-09-01,2.2,1.15
5313,"14","F",2008-09-01,2.17,1.2
5198,"14","F",2008-09-01,1.87,0.65
5428,"14","F",2008-09-01,1.67,0.45
5144,"14","F",2008-09-01,1.65,0.46
1469,"3","F",2008-10-01,5.58,5.75
1734,"3","F",2008-10-01,5.29,6.65
1422,"3","F",2008-10-01,5,5.8
1408,"3","F",2008-10-01,4.8,5.95
1476,"3","F",2008-10-01,4.68,6.05
1633,"3","F",2008-10-01,4.67,6.2
1258,"3","F",2008-10-01,4.67,5.4
1490,"3","F",2008-10-01,4.65,6.15
1265,"3","F",2008-10-01,4.63,5.85
7782,"22","F",2008-10-01,4.59,5.7
7803,"22","F",2008-10-01,4.59,4.5
7986,"22","F",2008-10-01,4.58,5.4
1502,"3","F",2008-10-01,4.57,5.85
2947,"8","F",2008-10-01,4.54,4.5
1570,"3","F",2008-10-01,4.52,5.3
7850,"22","F",2008-10-01,4.52,5.11
2703,"8","F",2008-10-01,4.49,5.9
8033,"22","F",2008-10-01,4.48,4.9
1448,"3","F",2008-10-01,4.47,6.5
1720,"3","F",2008-10-01,4.47,6.05
1727,"3","F",2008-10-01,4.46,7.15
7538,"22","F",2008-10-01,4.46,5.45
1272,"3","F",2008-10-01,4.46,4.7
1577,"3","F",2008-10-01,4.45,5
7768,"22","F",2008-10-01,4.45,4.35
7552,"22","F",2008-10-01,4.43,5.15
7545,"22","F",2008-10-01,4.42,4.95
7857,"22","F",2008-10-01,4.42,4.9
7634,"22","F",2008-10-01,4.41,5.1
1645,"3","F",2008-10-01,4.39,5.1
8026,"22","F",2008-10-01,4.39,4.8
1436,"3","F",2008-10-01,4.35,5.93
8068,"22","F",2008-10-01,4.35,5.25
7972,"22","F",2008-10-01,4.35,4.9
2933,"8","F",2008-10-01,4.34,4.7
1321,"3","F",2008-10-01,4.34,4.25
1652,"3","F",2008-10-01,4.3,4.55
1279,"3","F",2008-10-01,4.29,4.9
1368,"3","F",2008-10-01,4.29,4.85
1415,"3","F",2008-10-01,4.27,5.3
8014,"22","F",2008-10-01,4.27,4.9
1584,"3","F",2008-10-01,4.26,5.15
7796,"22","F",2008-10-01,4.25,4.8
1868,"3","F",2008-10-01,4.24,6
1788,"3","F",2008-10-01,4.24,5.1
1286,"3","F",2008-10-01,4.21,5.5
1666,"3","F",2008-10-01,4.2,6.15
1551,"3","F",2008-10-01,4.16,6
7979,"22","F",2008-10-01,4.13,5.9
1795,"3","F",2008-10-01,4.13,4.95
7836,"22","F",2008-10-01,4.13,4.5
7993,"22","F",2008-10-01,4.13,4.5
7606,"22","F",2008-10-01,4.12,4.4
2527,"8","F",2008-10-01,4.12,4.05
8054,"22","F",2008-10-01,4.11,4.4
1293,"3","F",2008-10-01,4.1,5.1
2900,"8","F",2008-10-01,4.1,4.5
1692,"3","F",2008-10-01,4.1,3.45
8047,"22","F",2008-10-01,4.09,5
1333,"3","F",2008-10-01,4.09,3.6
1455,"3","F",2008-10-01,4.07,5.05
1394,"3","F",2008-10-01,4.05,4.55
1774,"3","F",2008-10-01,4.04,5.5
1767,"3","F",2008-10-01,4.04,4.7
2499,"8","F",2008-10-01,4.04,4.6
2818,"8","F",2008-10-01,4.04,4.05
1523,"3","F",2008-10-01,4.03,5.45
1354,"3","F",2008-10-01,4.02,5.85
8040,"22","F",2008-10-01,4.01,4.75
5042,"14","F",2008-10-01,4.01,4
2757,"8","F",2008-10-01,3.99,4.35
1347,"3","F",2008-10-01,3.98,4.85
7885,"22","F",2008-10-01,3.98,4.6
1828,"3","F",2008-10-01,3.96,5.05
1251,"3","F",2008-10-01,3.96,4.45
7573,"22","F",2008-10-01,3.95,4
1563,"3","F",2008-10-01,3.94,5.2
7587,"22","F",2008-10-01,3.94,4.15
1462,"3","F",2008-10-01,3.94,3.7
1591,"3","F",2008-10-01,3.93,4.15
1760,"3","F",2008-10-01,3.92,4.35
5096,"14","F",2008-10-01,3.92,3.75
7599,"22","F",2008-10-01,3.92,3.6
7613,"22","F",2008-10-01,3.92,3.55
7864,"22","F",2008-10-01,3.92,3.5
1340,"3","F",2008-10-01,3.91,5.2
1537,"3","F",2008-10-01,3.91,4.85
7843,"22","F",2008-10-01,3.9,4.45
7714,"22","F",2008-10-01,3.9,3.5
2616,"8","F",2008-10-01,3.89,3.9
2871,"8","F",2008-10-01,3.88,4.35
7911,"22","F",2008-10-01,3.88,4
7871,"22","F",2008-10-01,3.88,3.9
8087,"22","F",2008-10-01,3.87,4.6
7627,"22","F",2008-10-01,3.87,4.3
3050,"8","F",2008-10-01,3.86,4.35
2717,"8","F",2008-10-01,3.84,3.8
2975,"8","F",2008-10-01,3.84,3.65
2764,"8","F",2008-10-01,3.83,4.1
7648,"22","F",2008-10-01,3.82,4.6
3116,"8","F",2008-10-01,3.82,3.8
2921,"8","F",2008-10-01,3.81,4.15
7667,"22","F",2008-10-01,3.8,4.5
1685,"3","F",2008-10-01,3.8,4.3
3036,"8","F",2008-10-01,3.8,3
1530,"3","F",2008-10-01,3.79,4.9
7620,"22","F",2008-10-01,3.79,3.5
2853,"8","F",2008-10-01,3.77,4.4
2750,"8","F",2008-10-01,3.77,4.25
7559,"22","F",2008-10-01,3.77,4.1
1678,"3","F",2008-10-01,3.76,5
2696,"8","F",2008-10-01,3.76,3.7
3064,"8","F",2008-10-01,3.74,4.05
2989,"8","F",2008-10-01,3.74,3.65
2513,"8","F",2008-10-01,3.74,3.25
7660,"22","F",2008-10-01,3.74,3.15
3083,"8","F",2008-10-01,3.7,3.4
1861,"3","F",2008-10-01,3.69,4.85
2724,"8","F",2008-10-01,3.69,4.3
3076,"8","F",2008-10-01,3.69,4.3
1748,"3","F",2008-10-01,3.68,5
2771,"8","F",2008-10-01,3.68,4
2649,"8","F",2008-10-01,3.65,3.7
5049,"14","F",2008-10-01,3.64,3.4
5511,"14","F",2008-10-01,3.64,3.2
2595,"8","F",2008-10-01,3.63,3.5
1605,"3","F",2008-10-01,3.6,3.15
1706,"3","F",2008-10-01,3.59,3.85
3022,"8","F",2008-10-01,3.59,3.5
8094,"22","F",2008-10-01,3.59,3.5
7878,"22","F",2008-10-01,3.58,4.2
2506,"8","F",2008-10-01,3.58,3.4
8108,"22","F",2008-10-01,3.57,4.1
8127,"22","F",2008-10-01,3.56,3.65
2961,"8","F",2008-10-01,3.55,3.9
7817,"22","F",2008-10-01,3.55,3.4
7756,"22","F",2008-10-01,3.53,4.65
1781,"3","F",2008-10-01,3.53,4.4
1382,"3","F",2008-10-01,3.53,4
2738,"8","F",2008-10-01,3.52,3.6
1401,"3","F",2008-10-01,3.51,4.85
2670,"8","F",2008-10-01,3.51,3.15
7721,"22","F",2008-10-01,3.5,3.45
5585,"14","F",2008-10-01,3.5,3.2
2811,"8","F",2008-10-01,3.49,3
5462,"14","F",2008-10-01,3.49,2.8
5561,"14","F",2008-10-01,3.48,3.55
2799,"8","F",2008-10-01,3.46,3.6
7702,"22","F",2008-10-01,3.46,1.9
7899,"22","F",2008-10-01,3.44,3.7
1509,"3","F",2008-10-01,3.43,4.1
2907,"8","F",2008-10-01,3.42,4.55
7932,"22","F",2008-10-01,3.42,2.9
2609,"8","F",2008-10-01,3.41,3.4
5497,"14","F",2008-10-01,3.41,2.8
2684,"8","F",2008-10-01,3.39,3.65
2663,"8","F",2008-10-01,3.39,3.2
5347,"14","F",2008-10-01,3.39,2.1
5592,"14","F",2008-10-01,3.37,3.15
2581,"8","F",2008-10-01,3.34,3.75
